,COMPANY,TITLE,QUALIFICATIONS,LINK,DESCRIPTION
14,Vistra,Analyst IV – Active Collections,"3-5+ years of related work experience. Excellent business, financial and analytical acumenPrior experience in extracting and analyzing large volume of data using SAS / SQL or other large data analysis tools.Very strong Microsoft Excel & Power-point skillsExperience in a customer-focused and/or project coordination role. Excellent inter-personal and communication skillsPrior experience in creating visual dashboards using tools like Tableau is highly preferredPrior experience with SAP and extracting data from SAP data warehouses, big data technologies like Hadoop / HANA, Snowflake, Voice Analytics desirableStrong problem solving and analytical skills, including root cause analysisWorking knowledge of Internet and related emerging technologies used to effectively aggregate/analyze critical business dataExtensive communication and teamwork skills with both internal and external customers. Able to effectively contribute to and lead small work groups, process team and focus groupsExperience gained through college degree programs is applicable to the above skills/experience",https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Irving-Texas/Analyst-IV---Active-Collections_40008962-3,"Implement and manage an effective change management process to ensure smooth transition of new or adapted processesIdentify process improvements to enhance the Retail Energy effectiveness and efficiencyMonitor and assess day-to-day related issues to ensure business practices, policies and procedures are executed effectivelyWork with key personnel to define reporting needs and follow through with partner(s) to develop the toolsIntegrate and manage data from various systems including SAP, CXT, HANA, Snowflake, and external sourcesDeliver key insights by uncovering root causes for trends in customer bad debt. Ability to derive insights from complex data for presentation and decision making.Support the Ad Hoc Requests from across the organization and provide timely, accurate information to requestorsSupport system enhancement efforts to identify requirements and perform pre-implementation testing.Actively work with various internal/external teams by providing data expertise, offering original perspectives, and challenging conventional views to better align decision making/perceptions with changing business needsDevelop / deliver executive-level presentations to communicate findings and recommendations of deep dive analysis efforts to managementSupport development and enforcement of departmental and company processes and procedurePerform other duties as required. Works under minimal supervision/guidance"
15,Vistra,Recruiting Analyst Coordinator,"Coordinates candidate screenings and meetingsResponsible for hiring business process in Workday including offer letters.Maintains the Careers Workplace site with weekly creative open job advertisements and marketing materials. Oversees and ensures accuracy and compliance of candidate records and ensures candidate background process workflowsGenerates and maintains reports and tracking metrics.Assists in the coordination of recruiting events (e.g.,career fairs, open house, handling inventories and shipping for recruitment collateral on campus)Supports the recruitment function with system data entry and maintenance.Maintains database and reports of candidate pipelines and recruiting sources.Offboarding assignments such as follow up on exiting candidate equipment and intern exit surveys.Maintains posts to Workday, LinkedIn and other social networking and media sites.Interacts with candidates in a professional, friendly manner to deliver a positive candidate experience.Develops sources to assist the recruiters in the build-out of qualified internal /external candidate pipelines.",https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Irving-Texas/Recruiting-Coordinator_40007826-3,"Coordinates candidate screenings and meetingsResponsible for hiring business process in Workday including offer letters.Maintains the Careers Workplace site with weekly creative open job advertisements and marketing materials. Oversees and ensures accuracy and compliance of candidate records and ensures candidate background process workflowsGenerates and maintains reports and tracking metrics.Assists in the coordination of recruiting events (e.g.,career fairs, open house, handling inventories and shipping for recruitment collateral on campus)Supports the recruitment function with system data entry and maintenance.Maintains database and reports of candidate pipelines and recruiting sources.Offboarding assignments such as follow up on exiting candidate equipment and intern exit surveys.Maintains posts to Workday, LinkedIn and other social networking and media sites.Interacts with candidates in a professional, friendly manner to deliver a positive candidate experience.Develops sources to assist the recruiters in the build-out of qualified internal /external candidate pipelines."
17,Vistra,LBCS Billing Analyst,2+ years of experience Ability to multi-taskContract interpretationStrong communication and organizational skillsAbove average Excel skillsMinimum of a high school diploma or equivalent,https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Irving-Texas/LBCS-Billing-Analyst_40008958-1,"Exception processingBilling reports processingAccount set up validationBilling data validation and correctionManually process correctionsManually calculate and bill accounts as requiredCoordination with Utilities for timely resolution of anomaliesIdentify and implement process improvements to enhance Vistra effectiveness and efficiencyNew hire trainingResolve reported issues in a timely and decisive manner, or escalate as appropriate"
19,Vistra,Lead Data Developer,"10-12 years professional experience in a technology or business fieldProfessional certifications a plus (e.g., ITIL, CSM, AWS)Proven experience analyzing code for non-standard practices, errors, and security vulnerabilities and presenting detailed remediation plans.Experience managing and delivering departmental initiatives related to the platforms supported by the team. Experience driving the maintenance of systems, creation of technical designs, and development and deployment of front-end and/or back-end systems.Demonstrated ability to be trustworthy and dependable Ability to learn quickly, be self motivated to improve knowledge and tackle new challenges Superior organizational skills, communication skills, and attention to detail requiredSkilled at creating executive-level communications and presenting to and interacting with leadersMust demonstrate an energetic, hands-on, enthusiastic, results-oriented approach as a team player, capable of adding significant value to the existing team.Must be comfortable sharing ideas and finding innovative ways to resolve challenges. Proven ability to build support among peers and create relationships with peers and stakeholders ",https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Irving-Texas/Lead-Data-Developer_40008760-1,"Drive the maintenance of systems, creation of technical designs, development and deployment of front-end and/or back-end systems, integration of the data warehouse with enterprise applications, and/or implementation of user access controls and data security measures, where appropriate.Lead daily operational activities and measure process quality and compliance. Identify, evaluate, and implement automation and continuous improvement ideas supporting ITIL-aligned processes to address technical debt. Manage the creation and implementation of solutions or enhancements to improve overall Vistra data architecture; conduct research and make recommendations on new data management processes and innovations.Engage business users, process owners, architecture, and application teams to define and understand data needs to achieve key performance indicators and service level agreements that benefit Vistra and its objectives. Drive creation of policies, standards, guidelines and procedures that mitigate risk and optimize performance in order to ensure data is available, responsive, and achieving business outcomes and objectives.Approach development with a test-driven mindset, utilizing well structured unit tests. Analyze code for non-standard practices, errors, and security vulnerabilities and present detailed plans to improve and transform the code to optimize performance and ease of use. Manage cross-team initiatives related to the platforms supported by the team. Apply the value drivers for Vistra to deliver innovative value creation ideas. Identify opportunities to increase the adoption and communication of TS processes through training and engagement. Participate in agile ceremonies. Provide domain guidance to less experienced team members.Apply understanding of financial principles impacting the applications supported by the team and contribute to the business case development for new ideas."
20,Vistra,Analyst V - Retail Credit,"Analyze, recommend, maintain and monitor related financial data to evaluate creditworthiness of businesses in order to manage overall credit riskAnalyze and consolidate financial results for data-backed reporting to Sr. ManagementWork closely with internal business units and strategic partners to timely communicate credit decisions and policies Develop knowledge of relevant industries; as well as economic conditions that impose credit risk to current and potential customersIdentify process improvements to enhance the Retail Energy effectiveness and efficiencyMonitor and assess day-to-day related issues to ensure business practices, policies and procedures are executed effectivelyWork with key personnel to define reporting needs and follow through with partner(s) to develop the toolsResolve reported issues in a timely and decisive manner, or escalate as appropriateAssess, analyze and prioritize business proposals for operational viability and ensure alignment with objectivesActively work with various internal/external teams by providing data expertise, offering original perspectives, and challenging conventional views to better align decision making/perceptions with changing business needsApply a wide variety of high-level statistical and mathematical techniques to complicated processes for modeling, forecasting, profiling, and other complex analytical problemsEmploy statistical knowledge to develop relevant descriptive statistics related to business functions and other characteristics used to segment customersActively work with various internal/external teams by providing data expertise, offering original perspectives, and challenging conventional views to better align decision making/perceptions with changing business needsHas Subject Matter Expert responsibility for analyzing and developing improvements to business processProvide direction and guidance to Analysts",https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Irving-Texas/Analyst-V---Retail-Credit_40008877-3,"Analyze, recommend, maintain and monitor related financial data to evaluate creditworthiness of businesses in order to manage overall credit riskAnalyze and consolidate financial results for data-backed reporting to Sr. ManagementWork closely with internal business units and strategic partners to timely communicate credit decisions and policies Develop knowledge of relevant industries; as well as economic conditions that impose credit risk to current and potential customersIdentify process improvements to enhance the Retail Energy effectiveness and efficiencyMonitor and assess day-to-day related issues to ensure business practices, policies and procedures are executed effectivelyWork with key personnel to define reporting needs and follow through with partner(s) to develop the toolsResolve reported issues in a timely and decisive manner, or escalate as appropriateAssess, analyze and prioritize business proposals for operational viability and ensure alignment with objectivesActively work with various internal/external teams by providing data expertise, offering original perspectives, and challenging conventional views to better align decision making/perceptions with changing business needsApply a wide variety of high-level statistical and mathematical techniques to complicated processes for modeling, forecasting, profiling, and other complex analytical problemsEmploy statistical knowledge to develop relevant descriptive statistics related to business functions and other characteristics used to segment customersActively work with various internal/external teams by providing data expertise, offering original perspectives, and challenging conventional views to better align decision making/perceptions with changing business needsHas Subject Matter Expert responsibility for analyzing and developing improvements to business processProvide direction and guidance to Analysts"
21,Vistra,Battery Storage Performance Engineer - Intern Position (Summer 2023),Develop digital models to track real time revenue of battery storage sitesDevelop digital models to track battery degradationDevelop digital models to evaluate energy and capacity market revenues for the siteBuild efficiency models based established calculations utilizing industry leading software solutions.Comply with safety policy and procedures to ensure a safe working environment.Possess the ability to work independently and in a fast-paced environment.,https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Irving-Texas/Battery-Storage-Performance-Engineer---Intern-Position--Summer-2023-_40007761-2,Develop digital models to track real time revenue of battery storage sitesDevelop digital models to track battery degradationDevelop digital models to evaluate energy and capacity market revenues for the siteBuild efficiency models based established calculations utilizing industry leading software solutions.Comply with safety policy and procedures to ensure a safe working environment.Possess the ability to work independently and in a fast-paced environment.
26,Vistra,Equipment Specialist (Electrician) - Oak Grove Plant,"48 months experience in electrical maintenance (Power Plant experience preferred)Possess a working knowledge of mathematics and physicsPossess patience and ability to exercise care when working with small and precision partsMust possess basic computer skills needed to perform job functions as needed in a computer based maintenance system.Ability to use all hand tools and other various toolsAbility to climb ladders, lift and carry heavy loadsAbility to work in areas involving heights, enclosed spaces, and near or above waterMust be available and willing to work overtime, and the ability to work shift workGood Communication skills, both written and verbalMust successfully complete/pass POSS/MASS aptitude test",https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Franklin-Texas/Equipment-Specialist--Electrician----Oak-Grove-Plant_40008956-2,"48 months experience in electrical maintenance (Power Plant experience preferred)Possess a working knowledge of mathematics and physicsPossess patience and ability to exercise care when working with small and precision partsMust possess basic computer skills needed to perform job functions as needed in a computer based maintenance system.Ability to use all hand tools and other various toolsAbility to climb ladders, lift and carry heavy loadsAbility to work in areas involving heights, enclosed spaces, and near or above waterMust be available and willing to work overtime, and the ability to work shift workGood Communication skills, both written and verbalMust successfully complete/pass POSS/MASS aptitude test"
28,Vistra,LBCS - Associate Billing Analyst,"Maintain a billing schedule of assigned accounts using system generated cases, billing reports, and manual trackingWork with a large count of meters to ensure timely and accurate billingBeginning contract interpretation to determine the appropriate values for accurate billingNew hire beginner trainingBasic understanding of system table structure to utilize scripts/sqvi’s to assist in daily billing activitiesAdvanced Fixed billing knowledgeIdentify and implement entry level process improvements and/or automation opportunities to enhance Vistra effectiveness and efficiencyCreate process documentsBeginner root cause analysis activities",https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Irving-Texas/LBCS---Associate-Billing-Analyst_40008947-3,"Maintain a billing schedule of assigned accounts using system generated cases, billing reports, and manual trackingWork with a large count of meters to ensure timely and accurate billingBeginning contract interpretation to determine the appropriate values for accurate billingNew hire beginner trainingBasic understanding of system table structure to utilize scripts/sqvi’s to assist in daily billing activitiesAdvanced Fixed billing knowledgeIdentify and implement entry level process improvements and/or automation opportunities to enhance Vistra effectiveness and efficiencyCreate process documentsBeginner root cause analysis activities"
29,Vistra,Equipment Specialist (Mechanic) - Oak Grove Plant,"Performs mechanical duties as required at apprentice to Journeyman level to maintain equipment.Will be required to use an assortment of tools that will include hand tools and power tools (both electrical and air operated)Duties include but are not limited to: Performs troubleshooting, repair and operation of mechanical power plant equipmentMonitors Equipment temperature, pressure, flow and level transmitters/gauges to assess the condition of the equipment and enters data into handheld electronic devices.The majority of work will be performed in a physically demanding environment, which includes working outdoors in all types of weather conditions.As a power plant employee, the incumbent will perform duties in Mechanical Maintenance, Operations, Electrical Maintenance and other duties as assigned.May be subject to being a member of Plant’s Fire Brigade and Rescue Team.May be subject to working a rotating shift schedule.Job assignments will be made based on merit, skills, knowledge, abilities and qualifications.All work shall be performed in compliance with Luminant Safety Handbook.Performs other duties as required",https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Franklin-Texas/Equipment-Specialist--Mechanic----Oak-Grove-Plant_40008953-2,"Performs mechanical duties as required at apprentice to Journeyman level to maintain equipment.Will be required to use an assortment of tools that will include hand tools and power tools (both electrical and air operated)Duties include but are not limited to: Performs troubleshooting, repair and operation of mechanical power plant equipmentMonitors Equipment temperature, pressure, flow and level transmitters/gauges to assess the condition of the equipment and enters data into handheld electronic devices.The majority of work will be performed in a physically demanding environment, which includes working outdoors in all types of weather conditions.As a power plant employee, the incumbent will perform duties in Mechanical Maintenance, Operations, Electrical Maintenance and other duties as assigned.May be subject to being a member of Plant’s Fire Brigade and Rescue Team.May be subject to working a rotating shift schedule.Job assignments will be made based on merit, skills, knowledge, abilities and qualifications.All work shall be performed in compliance with Luminant Safety Handbook.Performs other duties as required"
31,Vistra,Senior Buyer - Comanche Peak,"Leading and supporting sourcing activities across all spend categoriesCoordinate with internal stakeholders and category teams to gather business and technical requirements (statement of work) to facilitate the sourcing processConduct market analysis to select suppliers based upon business value and needSupport and promote Vistra’s Supplier Diversity program through outreach and supplier development activities.Collaborates with key stakeholders as primary site contact for category teamsContract development and managementConduct supplier negotiations, including negotiation of commercial and legal termsDraft and author Contracts and MSA’s to support the purchase of goods and servicesManage contract documents on an on-going basis including expirations, renewals, statement of work (SOW) revisions, change orders, and amendments.Conducting transactional activities within the procurement processProcess purchase requests and issue purchase orders within Vistra’s procure-to-pay platformCommunicate effectively with suppliers using expediting skills as needed to ensure timely delivery of goods and services Ensure contractors performing high risk services are pre-qualified and compliant with safety and insurance requirementsResolve or escalate any vendor disputes or issues as necessary",https://vst.wd5.myworkdayjobs.com/en-US/vistra_careers/job/Comanche-Peak-at-vendor-site/Senior-Buyer---Comanche-Peak_40008954-2,"Leading and supporting sourcing activities across all spend categoriesCoordinate with internal stakeholders and category teams to gather business and technical requirements (statement of work) to facilitate the sourcing processConduct market analysis to select suppliers based upon business value and needSupport and promote Vistra’s Supplier Diversity program through outreach and supplier development activities.Collaborates with key stakeholders as primary site contact for category teamsContract development and managementConduct supplier negotiations, including negotiation of commercial and legal termsDraft and author Contracts and MSA’s to support the purchase of goods and servicesManage contract documents on an on-going basis including expirations, renewals, statement of work (SOW) revisions, change orders, and amendments.Conducting transactional activities within the procurement processProcess purchase requests and issue purchase orders within Vistra’s procure-to-pay platformCommunicate effectively with suppliers using expediting skills as needed to ensure timely delivery of goods and services Ensure contractors performing high risk services are pre-qualified and compliant with safety and insurance requirementsResolve or escalate any vendor disputes or issues as necessary"
