,job_title,job_desc,company,category
10,Technical Consulting Engineer - Data center / ACI (5+ Years),"
    typically requires bachelor's degree in a technical field or equivalent 5+ years related data centre related experience.
  ccna / ccnp / ccie - dc , will be an added advantage.
  in-depth knowledge of the following areas: data centre networking and data centre products.
  you should have good experience in networking industry experience and knowledge of products and protocols.
  you are a trusted resource in the areas of nx-os, ios-xr, ios-xe and its underlying platforms and technologies (routing & switching protocols, datacenter technologies and related capabilities).
  data center layer 2 overlays for example vxlan, evpn
  layer 2 security features for example port security, macsec, acl, private vlans
  layer 3 overlay protocols
  network management protocols for example ptp, ntp, dns, dhcp
  experienced level knowledge in the areas of: ip internetworking, lan switching protocols (mls, cef, trunking (802.1q), stp, hsrp, lacp/pagp), ip routing protocols (igrp, ospf, eigrp, bgp)
  a good understanding on aci will be an added advantage
  you can independently tackle problems in broad, sophisticated, and unique networks with mixed protocols in high end routing environments for our largest customers.
  you will provide support to engineers from multiple teams as well as the field and aids them in problem resolution.
  you are able to work on sophisticated and diverse problems where analysis requires imaginative and innovative troubleshooting.
    ",Cisco,Marketing
11,Technical Consulting Eng - Cisco DNA Center,"

you have done at least two of the following activities:
·      analyze traffic and packet flows using packet analyzer such as wireshark
·      admin troubleshoot experience of linux-based hosts, servers, and devices (performance issues, logs analysis and user management)
·      server virtualization using vmware, ms hyper-v
·      deploy using aws, azure, gcp or alibaba cloud third party instances
·      experience troubleshooting moderately complex networks focused on routing, switching or wireless technologies.
·      hands on experience (including but not limited) in:
o   l2 technologies (stp, vtp, lacp, pagp, igmp, arp)
o   l3 technologies (ip addressing, ospf, eigrp, bgp, pbr, vrf, lisp, isis, pim, mvpn, evpn, cef)
o   wireless technologies (ha, flexconnect, fabric wireless, ap management, mobility, guest redirection)


desired skills:
  ·      configure, implement, and troubleshoot api-based technologies
·      programming skills in python and scripting.
  you have any of these certifications (not mandatory):
·      ccna
·      cisco devnet associate
·      ccnp in any of the following technologies: enterprise, service provider, security or data center.
·      any other industry related certification
 
you will be the front-line defense for cisco’s customers supporting our 24/7 business model. this may require you to potentially work an alternative shift schedule of 4x10 (sunday, monday, tuesday, wednesday) and or 3x12 (thursday, friday, saturday), additional weekend day, etc.) in a rotational setup.",Cisco,Marketing
12,Customer Experience Product Manager,"
you are deeply organized and comfortable in a rapidly changing, dynamic environment. high energy, ""roll-up your sleeves"" attitude and dedication to success are imperative. you can handle multiple priorities across complex projects and convey complex concepts in the simplest of terms. you have/you are:
• a good knowledge and understanding of the cx offer portfolio
• accustomed to working with global teams and time zones
• familiar with pre-sales tools used for quoting, e.g. cpq (configure price quote)
• prior product management experience at cisco or other company
• prior experience in pre-sales roles and/or delivery of the offers
• strong project management skills including planning, reporting, driving and owning the initiatives
• 10+ years of overall work experience


#wearecisco, where each person is unique, but we bring our talents to work as a team and make a difference powering an inclusive future for all.
we embrace digital, and help our customers implement change in their digital businesses. some may think we're ""old"" (36 years strong) and only about hardware, but we're also a software company. and a security company. we even invented an intuitive network that adapts, predicts, learns and protects. no other company can do what we do - you can't put us in a box!
but ""digital transformation"" is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)
day to day, we focus on the give and take. we give our best, give our egos a break, and give of ourselves (because giving back is built into our dna.) we take accountability, bold steps, and take difference to heart. because without diversity of thought and a dedication to equality for all, there is no moving forward.
so, you have colorful hair? don't care. tattoos? show off your ink. like polka dots? that's cool. pop culture geek? many of us are. passion for technology and world changing? be you, with us!",Cisco,Marketing
13,Technical Consulting Engineer - Automation," 

you have done at least two of the following activities: 
·      analyze traffic and packet flows using packet analyzer such as wireshark
·      admin troubleshoot experience of linux-based hosts, servers, and devices (performance issues, logs analysis and user management) 
·      ability to understand complex configurations, explain and troubleshoot routing protocols at service provider level (ospf, isis, multicast, ldp, segment routing) 
·      ability to understand complex configurations in tl2 technologies at service provider level (l2vpn, evpn) 


desired skills: 
·      programming skills in python and scripting.
  you have any of these certifications (not mandatory): 
·      ccna
·      cisco devnet associate
·      ccnp service provider or enterprise
·      any other industry related certification 
 

    you will be the front-line defense for cisco’s customers supporting our 24/7 business model. this may require you to potentially work an alternative shift schedule of 4x10 (sunday, monday, tuesday, wednesday) and or 3x12 (thursday, friday, saturday), additional weekend day, etc.) in a rotational setup.",Cisco,Marketing
14,Marketing Sales Specialist - Bachelor's (12 Month Placement),"
utilize and expand your marketing and communications skills by completing a 1-year internship in a fast-paced, cross-functional sales team environment.
collate information and organization updates for and create our quarterly newsletter and monthly wins communication working directly with the management team.
identify best practices with managers to draft e.g. top of mind and share this with the team.
work with regional sales managers (rsm’s) to manage invitation, attendee list multi customer dinner and pipeline creation.
manage roadshow and pipeline creation with our sales engineering managers (sem’s).
consolidate all marketing, training, technical events in key countries and report in our employee community.
updating internal employee community website and maintaining mailing lists.
working with managers on csr activities for the team.
gain insight into how a large, global sales organization functions.
you will get to attend a variety of development opportunities, networking events, volunteer and social activities.
coverage cgem account how (data consolidation/accuracy – to be collected from managers and sent to the analytics team)

who are you?
pursuing a bachelor's or master's degree in marketing, business/international business or a related area.
be in your penultimate year of studies.
you should have excellent written and verbal communication skills, language skills beyond english are a plus.
team oriented, have strong communication skills and influencing skills.
driven and self-motivated with a sense of curiosity.
have a passion for digital, content and communications.
demonstrate marketing knowledge through either a past internship, coursework or work experience in one or more of the following areas:
market research and analysis
data analytics and insights
content creation
marketing project planning and execution
precise, resourceful, and able to prioritize under deadlines
leadership, interpersonal skills, creative thinker and problem solver
visa sponsorship not offered with this role

team description

the cgem emear inbound team is an exciting place to work as cisco continues to transform. we are a global team committed to acting beyond borders. our members are part of a truly global team, with more than 120 people, managing a $1b business, and over 30 nationalities, speaking 30+ languages. working cross-functionally and overcoming silos is at our core.
our vision is built on three major beliefs for our customers, partners and ourselves:
delivering value beyond connectivity
driving and obtaining skills beyond competencies
the world is moving fast, so we all need to change beyond comfort
this vision is based on strategic key themes that are important for all of us, regardless of our role or reporting line:
customer relevance
platform
global team
talent
the most important element holding us together is the culture that we shape as a team – beyond the cgem emear inbound team, in cisco. are you someone who can…
always better yourself– strive for constant improvement, never rest
cisco first – wear the big cisco hat
confident humility –be competitive but humble
win – no excuses – it’s not acceptable to say “i can’t because…”, the sky is the limit
be a delight in other’s lives

",Cisco,Marketing
15,Technical Consulting Engineer - Service Provider," 

you have done at least two of the following activities: 
·      analyze traffic and packet flows using packet analyzer such as wireshark
·      admin troubleshoot experience of linux-based hosts, servers, and devices (performance issues, logs analysis and user management) 
·      ability to understand complex configurations, explain and troubleshoot routing protocols at service provider level (ospf, isis, multicast, ldp, segment routing) 
·      ability to understand complex configurations in tl2 technologies at service provider level (l2vpn, evpn) 


desired skills: 
·      programming skills in python and scripting.
  you have any of these certifications (not mandatory): 
·      ccna
·      cisco devnet associate
·      ccnp service provider or enterprise
·      any other industry related certification 
 

      you will be the front-line defense for cisco’s customers supporting our 24/7 business model. this may require you to potentially work an alternative shift schedule of 4x10 (sunday, monday, tuesday, wednesday) and or 3x12 (thursday, friday, saturday), additional weekend day, etc.) in a rotational setup.",Cisco,Marketing
16,Technical Consulting Engineer - Server Virtualization,"

you have done at least three or more of the following activities:
analyze traffic and packet flows using packet analyzer such as wireshark, tshark or any other
microsoft windows server administration and troubleshooting
admin and troubleshoot linux-based hosts and servers (any distribution)
hands-on with server virtualization rack and blade servers (any vendor)
understanding and knowledge of common virtualization software like vmware vsphere, microsoft hyper-v
configure and troubleshoot management protocols such as ntp, dns, dhcp
local and storage area networks concepts: ethernet, ip, fc, fcoe, etc.
deploy and manage environments in aws, azure, gcp or alibaba cloud third party instances
desired knowledge:
stp, vpc, layer 2 protocols
quality of service: queuing, policing, shaping
monitoring protocols: netflow, sflow, syslog, snmp
ipv6
microsoft active directory: ldap, secure ldap
configure, implement, and troubleshoot api-based technologies
programming skills in python, bash, perl
storage protocols iscsi, fc, fcoe
back-up vendors such as veeam, cohesive and others
you have any of these certifications (not mandatory):
ccna enterprise
ccna data center
cisco devnet associate
ccnp enterprise
ccnp data center
vmware certified professional (vpc-dvc)
red hat certified system administrator (rhcsa)
any other industry related certification

you will be the front-line defense for cisco’s customers supporting our 24/7 business model. this may require you to potentially work an alternative shift schedule of 4x10 (sunday, monday, tuesday, wednesday) and or 3x12 (thursday, friday, saturday), additional weekend day, etc.) in a rotational setup.",Cisco,Marketing
17,High Touch Operations Manager (Full Time) - Korea,"
manage high profile critical technical and political issues within customer organization and throughout cisco’s escalation chain.
understand customer operations processes, and partner with related parties (customer/partner/cisco team) to streamline customer/vendor operation support processes in order to make more effective issue resolution.
write processes and procedures for customized support services.
identify and analyze operational area of improvements.
identify need for and assist/perform the creation of customer training.
formulate continual improvement strategies to optimize customers perceptions around service and support.
be the “go to” person and main point of contact for customer and internal teams.
acting as single contact point for operational issues, you will interact with the customer frequently coordinating technical issues and customer needs.
you will present customer needs to cisco post-sales support teams and applicable organizations.
strong presentations skills and be hands on with various styles of data analytics.
build consistent relationships with key customer stakeholders. support decision makers within customer execs and provide guidance.
act as a customer strategic support consultant.
ccna, pmp or prince2 practitioner is a plus.
english communication.
bachelor's degree is required.
",Cisco,Marketing
18,SMB Sales Acceleration Manager - North Africa and Levant,":
3+ years of progressive experience in a sales environment
bachelor’s degree in business or management or related field preferred
experience in sales forecasting and planning in cisco is helpful
experience in distribution or partner management is considered as advantage
ability to work as a team player and to work with minimal direction.
excellent written, verbal communication, listening and presentation skills.
excellent interpersonal, facilitation and negotiation skills
english at very good working
level is a requirement, as well as proficiency in language of the location
we are cisco
#wearecisco, where each person is unique, but we bring our talents to work as a team and make a difference. here’s how we do it.
we embrace digital, and help our customers implement change in their digital businesses. some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. and a security company. an ai/machine learning company. we even invented an intuitive network that adapts, predicts, learns and protects. no other company can do what we do – you can’t put us in a box!
but “digital transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)
day to day, we focus on the give and take. we give our best, we give our egos a break and we give of ourselves (because giving back is built into our dna.) we take accountability, we take bold steps, and we take difference to heart. because without diversity of thought and a commitment to equality for all, there is no moving forward.
so, you have colorful hair? don’t care. tattoos? show off your ink. like polka dots? that’s cool.",Cisco,Marketing
19,Technical Consulting Engineer- ID 1391506,":
general requirements for all technical consulting engineers:
you've achieved a bachelor’s or master's degree in a technical field
you have 7+ years’ experience interacting with customers in a client facing role with excellent verbal and written communication abilities
you should have 10+ years’ experience or graduate school equivalent in the telecommunications industry
innate crisis leadership skills and the tenacity to handle critical customer issues
you are dedicated to resolving sophisticated technical problems, multitasking, and being a customer advocate to achieve customer success
you can resolve problems, determine root cause, and deliver known solutions with a high level of customer satisfaction
update case notes to reflect current status of support cases
manage the issues/customers by setting expectations and meeting/exceeding those expectations to achieve the highest level of customer satisfaction
use the cisco technical service lab to recreate and resolve customer issues
you can participate in weekend on-call rotation
transfer this skill in order to mentor colleagues and/or customers via presentations or documentation (technical tips, etc...)
ccie not required, but is a plus
required knowledge specific to your technology interest:
linux and virtualization:
you have an expert level understanding and practical knowledge in linux and its troubleshooting tools
sophisticated openstack deployment, administration, and troubleshooting
scripting skills (e.g. python, bash/shell, perl)
hands on knowledge of mongodb functions and troubleshooting
knowledge of container technology i.e docker
experience with exploiting webservices/api/json
experience with configuration management tools is a big plus (puppet, ansible, chef)
linux certifications are not required but a plus
service provider mobility:
extensive knowledge of evolved packet core / policy network architecture, network elements’ functionalities, and communication protocols
ability to perform deep troubleshooting to identify the problems and drive the root cause analysis of 4g / 5g mobility packet core / policy related issues that includes smf, upf, pcf, amf, mme, sgw, pgw, dra & pcrf
practical experience with analyzing packet captures through wireshark
working experience with cisco policy suite, staros, nexus, catalyst, & ucs based products is a plus
good knowledge of 3gpp standards, cups and 5g core architecture and functions
",Cisco,Marketing
20,SMB Sales Acceleration Manager - South Africa,":
3+ years of progressive experience in a sales environment
bachelor’s degree in business or management or related field preferred
experience in sales forecasting and planning in cisco is helpful
experience in distribution or partner management is considered as advantage
ability to work as a team player and to work with minimal direction.
excellent written, verbal communication, listening and presentation skills.
excellent interpersonal, facilitation and negotiation skills
english at very good working
level is a requirement, as well as proficiency in language of the location
we are cisco
#wearecisco, where each person is unique, but we bring our talents to work as a team and make a difference. here’s how we do it.
we embrace digital, and help our customers implement change in their digital businesses. some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. and a security company. an ai/machine learning company. we even invented an intuitive network that adapts, predicts, learns and protects. no other company can do what we do – you can’t put us in a box!
but “digital transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)
day to day, we focus on the give and take. we give our best, we give our egos a break and we give of ourselves (because giving back is built into our dna.) we take accountability, we take bold steps, and we take difference to heart. because without diversity of thought and a commitment to equality for all, there is no moving forward.
so, you have colorful hair? don’t care. tattoos? show off your ink. like polka dots? that’s cool.",Cisco,Marketing
21,Technical Consulting Engineer (1391513),"
you have bachelor’s degree or equivalent work experience in computer science, computer engineering, electrical engineering, or related field.
you have 3+ years related experience
you have working knowledge of layer 2 / layer 3 protocols and technologies, including: spanning tree, dhcp, routing protocols (ospf, rip, eigrp, bgp), multicast, mpls (l2/l3 mpls vpn), iwan, qos, vlan and vtp, etherchannel, vss, span / rspan
3+ years of experience knowledge in sda/dnac or sdwan knowledge
you have a good experience solving network or application performance issues and possess ability to communicate effectively both verbally and in writing.
experience troubleshooting network or application performance issues
desired skills
software scripting (python, perl, javascript)
hands-on experience with cisco catalyst switches (9k, 6800, 6500, 4500, 3850/3650) and enterprise routers (isr, asr, 7600, cat8k products)
hands on experience using network sniffers and troubleshooting tools such as traffic generators (ixia, spirent, colasoft),
customer support experience is preferred
communicates effectively verbally and in writing.
cisco certifications: ccna, ccnp, devnet associate
",Cisco,Marketing
