,job_title,job_desc,company,category
93,Technical Consulting Engineer- Next Generation Firewall,":
development opportunities:
grow your technical and soft skills.
ability to participate in seminar and conferences such as cisco live and partner meetings.
support in pursuing cisco certifications.
contribute to cisco intellectual capital (automation projects, hackathons, etc.).
mentoring and coaching.
becoming a subject matter expert (sme).
giving back to local and global community (charity events).
we would like you to have:
2 to 3 years experience working in customer support with security related technologies.
ccnp level knowledge or equivalent (cert not required).
solid grasp of networking fundamentals: tcp/ip stack, routing/switching, ssl/tls, common application layer protocols.
knowledge and experience in at least one of the network security technologies: cybersecurity, firewall, vpn, ips.
evidence of troubleshooting skills.
good knowledge of linux / unix command line tools / environment.
proficient in english, written and spoken.
we'll be very impressed if you can also show one of these:
capture analysis (wireshark, tcpdump, etc.).
advanced linux skills, windows troubleshooting.
knowledge in cloud providers: azure, aws, google cloud, etc.
experience with docker, kubernetes and devops.
scripting languages (python, golang, etc.).
experience configuring and tackle issues regarding cisco security products.
relevant industry certification.
presentation and training skills.
writing user documentation skills.
",Cisco,Software engineering
94,Technical Consulting Engineer 1390202,"
o   you will provide 2nd/3rd level technical support for enterprise routing & switching technologies to cisco customers, partners, account teams, and other technical assistance center engineers
o   you can apply your analytical skills and technical knowledge to take on product and network problems of moderate to high complexity.
o   you will also provide technology/product training and intellectual property material as required
o   you'll act as focal point for large account network problem resolution.
o   you can effectively utilize moderate to complex lab setups to recreate and solve problems.
cisco services strives to create value for cisco customers by providing outcomes that solve key business problems. we do this through a focus on driving growth in our current portfolio while investing in new business models that create lasting differentiation for customers, partners, employees and shareholders.
roles and responsibilities:
o   provide technical support for cisco enterprise routing & switching products to cisco customers, partners, account teams, and other internal technical support teams.
o   handle a wide variety of technical support problems—from simple application or network configuration fixes to extremely complex troubleshooting and problem resolution.
o   utilize moderate to complex lab setups to recreate and solve problems.
o   submit complete and correct defect reports with collaboration and supervision.
o   work with minimal supervision and exercise judgment within defined procedures to determine appropriate action.
o   collaborate with other tac engineers across technology boundaries to help drive quicker resolution where multiple technologies may be involved.
technical qualifications:
you have fundamental working knowledge of the networking industry, products and protocols. some level of experience is preferred in at least two of the following network security products, protocols, and solutions:
    bachelor’s degree and/or 3-6 years equivalent experience in related fields.
excellent written & verbal communication skills and can present/communicate ideas effectively across different audiences, such as sales, customers, or engineering.
excellent time management
leverages software skills and tools to configure, deploy and/or troubleshoot cisco products and solution 
ability to drive customer satisfaction and take ownership for customer success.
produces and shares intellectual capital (including documentation and training) within technology and adjacent areas for internal audiences, global delivery partners, and customers.
contributes in the development of digital intellectual capital (e.g. scripts, digital signatures).
has advanced knowledge of global customer issues and can think about and recognize impacts at a large scale
can design, build and utilize complex lab setups across multiple technologies to duplicate and resolve problems, including use of traffic generators.
recognizes and submits bugs with all required related information. mentors others to file bugs.
understands all fields within a defect and actively works to improve readability for others.
work with engineering to improve product quality by filing software defects or enhancements and testing fixes
submits effective escalations with engineering teams.
frequently assists other tces and global delivery partners with problem resolution.
mentors and develops more junior tces and global delivery partners.
active ccnp (or higher) enterprise certification desired 
expert in at least one of the following layer 2 protocols with a broad knowledge of those remaining - stp, vtp, lacp, pagp, igmp, arp, vss, and qos
expert in at least one of the following layer 3 protocols with a broad knowledge of those remaining - ospf, eigrp, bgp, pbr, vrf, pim, mpls, iwan and vxlan
advanced knowledge of wireshark and is able to analyze traffic flows to properly root cause network and/or application issue 
competent user of windows/macos and microsoft office suite and the most commonly used cisco tools and procedures.
is an expert in at least one platform architecture, with broad knowledge of other platforms and software architectures they support.
has site level impacts potentially spanning multiple teams. thinks beyond just problem resolution and leverages automation or other methods to advance outcomes.
effectively collaborates across technology silos to drive customer success and builds cross-technology knowledge.
desired skills:
o   none indicated
",Cisco,Software engineering
95,Technical Leader - Solutions Engineering,"
excellent quality is what drives you. to ensure this, you have a deep understanding of networking principles. your concepts are strong and have a good knowledge of operating systems, virtualizations, and software development using one or more languages, such as java, python, and html. you demonstrate a system-level focus while understanding the impact of every component.
you have good knowledge of and exposure to network protocols as well as customer profiles and solutions are important for success in this role.
bachelor/masters with 9-10 years of related experience in networking, ethernet switching technology
experience in 2 or more of the following areas:
encapsulation protocols like mpls / mpls-te, gre, lisp, eompls, vpls, mgre, vxlan, ldp/mldp, bonjour
netflow / telemetry / analytics
l2 and routing protocols (e.g. ospf, bgp, rip, isis, etc)
macsec, cts, sgacl, ipsec, first hop security, acl policies, network data analytics, dot1x.
strong programming skills, using java, python, or other object-oriented languages.
excellent knowledge in cloud-based controller and cloud technologies
hands-on experience with unix/linux environments, with knowledge of virtualization.
understanding lan/wan protocol like ethernet, wireless, routing protocols is a big plus.
cisco networking certificates, such as ccna, ccnp, etc. are highly desirable.
excellent written and verbal communication, influential, decision-making, leadership, team, and people skills.

",Cisco,Software engineering
96,Senior Golang/Go Software Engineer - Emerging Technologies & Incubation,"
msc degree in computer science or equivalent
a hardworking developer with strong coding skills – preferred languages go, python, java, c/c++
experience with open source, full stack development in linux
experience with ip networking (ipv6, ipv4), networking in compute virtualization environments
background in one or more of the following domains: cloud native networking, service meshes, app networking, identity and l7 security frameworks
experience with kubernetes, docker, containerization, l7 networking, public cloud networking
exceptional communication, interpersonal, and organizational skills
curious and a genuine desire for learning new technologies and developing new ideas
someone who takes strong ownership of their work, and is committed to building successful products
desired skills
knowledge of continuous integration & delivery, release management, test driven development, and lean/agile development methodologies like scrum/kanban and devops
",Cisco,Software engineering
97,Software Engineering Technical Lead-1389965,"
both your clients and your teammates consider you a go-to person for getting things done and for solving the business problems with the most efficient and state of the art technology solutions. you are equally comfortable collaborating with it professionals and business sme’s from working-level ic’s to management. as a result, you have a winning record of improving the systems and processes with out of the box thinking and innovative solutions to deliver outstanding operational efficiencies and productivity savings.
must have skills:
we are looking for a motivated self-starter who is highly results driven, takes enormous pride in their work and demonstrates a high degree of passion for engineering excellence
bs / ms equivalents in the areas of computer science, information technology, or equivalent fields
5+ years of software development experience in an enterprise environment
proven skills in debugging software in complex environments
skilled in one or more development languages: javascript, typescript, node. js, nosql database, and angular
proven understanding of oop, nosql, data structures and distributed systems
a passion for and a dedication to lifelong learning. a willingness and eagerness to invest time in training and developing your skills
ability to design and deliver well detailed, reusable, efficient code that can scale
prior experience delivering highly resilient, distributed micro services on public/private cloud infrastructures, kubernetes and cloud native development
nice to have skills:
test driven development experience
cloud developer certifications
pub-sub design pattern
familiarity with streaming architectures
knowledge of jira cloud, jira align & aha
working knowledge of elk, kafka / redis, mongodb
knowledge of shell scripting bash/ansible, gcp experience, docker, ci/cd pipelines, oauth authentication, api design, cloud infrastructure/design
proven experience with any of the following: webauthn, oidc, saml, aws, react.js, docker, kubernetes, terraform, ansible, git, python
experience with distributed systems and microservices architecture
",Cisco,Software engineering
98,Sr. Software Engineer - Endpoint Health-Duo Security,":
as an engineer on the endpoint health team, you will work on our duo desktop application and backend services. this application helps people throughout the world keep their computers safe. you’ll be working with a team to build a multi-faceted product with native code on windows, macos, & linux, paired with a python service infrastructure and react-based web application. this product is core to our vision for a healthier ecosystem and a more cohesive duo experience. you will help us develop, deploy, maintain, and expand this service.

we emphasize software craftsmanship and apply it to our development practices. as a software engineer you are also expected to help mentor your duo engineer peers. you will collaborate on technical direction, review code, and be an owner over the quality of our software. 

skills you have:
7+ years of development experience, especially with web application or native desktop applications
you love working with python, swift, c++, or c#
you have a history of writing performant, maintainable, testable code
you have mentored several early career engineers
you value automated testing as much as writing expressive clean code
you strive to make security simple to understand and easy to implement
you love automation — particularly ci/cd
you have created multiple automated test suites for desktop products 
scalability of both products and processes is a passion of yours
prior experience with automated configuration tools like ansible, puppet, chef, etc
prior experience deploying cloud services, monitoring, alerting, and handling escalations
you have worked in at least one agile team (kanban, scrum, any common established framework). the team delivered at least one multiple quarter project to production.

even better if:
you have experience supporting a high-availability saas environment
you have knowledge of network security, encryption, authentication, and authorization
you have a solid understanding of security best-practices in web development

3 reasons why you should apply:
you thrive having the autonomy to operate in a meaningful problem space solving real problems for real people.
you work best in teams of high-performers who are passionate about a common goal.
you revel in the opportunity to do it all; from desktop to web, to production deployment!

this job may not be for you if:
you only code alone and aren't willing to mentor and be mentored.
you lack a real passion for writing high-quality secure software that is backed by an equally mature approach to testing.
you stress under the ambiguity of a problem and default to others to provide you with the answers.
your first instinct is to point out why something can’t be done rather than focusing on what the customer problem is.
you tire at the thought of a steady, deliberate pace in both a product and company.

",Cisco,Software engineering
99,Technical Consulting Engineer - Web Security,"ls
 desired skills:
prior experience in designing, configuring, maintaining and troubleshooting cisco security products, for example wsa / sma, firewalls, ips/ids or similar systems
experience in managing / deploying network security (acls, whitelisting/blacklisting)
experience with vmware and hyper-v
knowledge in microsoft active directory
knowledge of some of programming or scripting language (python knowledge)

#ciscosecureeng23",Cisco,Software engineering
100,Software Technical Leader,"
you love and take pride in developing quality code.  you look for ways to make your code more reusable, scalable and serviceable. you have experience working on real-time embedded systems and os, such as linux. you possess the ability to understand system-level architecture and design. besides these, you have sufficient knowledge of product development life-cycle and tools. your good written and verbal interpersonal skills have always stood you in good stead.
  ·       bachelor’s or master’s degree in cs/ee/ec or technical equivalent.
·       industry experience of 10-15  years.
·       expert knowledge and hands-on experience in c, c++ and python.
·       solid understanding of object-oriented-design principles
·       ability to understand complex asics
·       strong appreciation of qos network queuing and congestion principles
·       very strong knowledge of software engineering principles, data structure, algorithms, operating systems concepts and multithread programming.
·       excellent design and code development skills, familiarity with linux and modern software tools and techniques for development.  good analytical and problem solving skills. 
·       you would be interested in software development in below track:
o   qos packet queuing and scheduling technologies
o   forwarding features development -- deep understanding of networking protocols and different layer2/layer3 technologies like ipv4, ipv6, mpls, segment routing, traffic engineering tunnels, vxlan, gre, evpn, qos, acl etc.
    ",Cisco,Software engineering
101,Software Engineer - Automation with Python - networking protocols and different L2 to L7 technologies - 2.5 to 4.5 years - Bangalore,"the future of networking by developing disruptive game changing systems and software
anticipate and work closely with developers and marketing teams at various stages such as prd, functional spec, design reviews to develop test plans, tools and utilities
 minimum qualifications
ms ee/cs combined with 6 years of related experience, or bsee/cs combined with 8+ yrs related experience.
good experience in feature level testing and system level understanding of access, edge, core routing platforms and software stacks
good understanding of networking protocols and different l2 to l7 technologies more specifically bgp, vxlan, evpn, pim, igmp, mld, trm.
automation experience with python or equivalent programming language
familiarity with the sw development cycle and software engineering
excellent teamwork and people skills
self-motivated and highly ambitious
understanding of networking fundamentals and protocols (ex: tcp/ip, multicast)
excellent problem-solving skills
familiarity with linux and modern software tools and techniques for development/debugging
",Cisco,Software engineering
102,Data Analysis Manager,"nd-to-end data lifecycle journey
familiarity with data storage, big data processing and modelling techniques
good understanding of java script/python/c# programming language for business application development
knowledge of agile and waterfall development methodologies
effective verbal and written communication skills with the ability to present complex technical information clearly and concisely

preferred qualifications
experience with grafana is a plus.
any telecommunication, cloud, saas or data center knowledge is a plus
knowledge of agile and waterfall development methodologies
experience with infrastructure tools including jira, confluence, bitbucket, jenkins, and git.
behavioral competencies
strong collaboration skills.
proficient in written and oral communication skills.
prepared to collaborate with other members.

",Cisco,Software engineering
103,Network Support Engineer (Meraki),"at meraki, we are making it easier, faster, and smarter by building technology that simply works! our team is passionate about innovation and delighting customers which has enabled us to grow more than 100% year over year. headquartered in san francisco, our diverse and inclusive team has a growing international footprint with 7 offices across the world.
we are recruiting new or recent grads, or individuals with less than 3 years employed experience to join our team of network support engineers
meraki support embraces hybrid-work! the network support engineer role offers flexibility to your working preferences with 3 worker classifications:
1 - traditional: your own permanent desk and at least 3 days enjoying the office environment.
2 - mobile: hot desk by availability and 1 to 2 days in the office per week
3 - remote: working from home full time (available to those with at least 2+ years demonstrated working experience in a similar role)
as a network support engineer, you will be responsible for providing quality technical support for our growing client and partner base. you will diagnose problems and troubleshoot the entire meraki product line, including our wireless access points, security appliances, and switches. our support engineers are foremost problem-solvers passionate about networking, and we seek enthusiastic and tech-savvy individuals to join the team. our customer-facing role will expose you to a diverse group of teams, providing endless opportunities for career growth in a fun, challenging and fast-paced environment. we're looking for people who take pride in doing excellent work, and can both teach and learn from those around them.
responsibilities
effectively communicate with third parties such as partners and customers regarding technical issues and customer service inquiries, both orally and in writing.
diagnose and troubleshoot wireless, security, switching, and other various network-related issues reported by cisco meraki customers and partners.
own each customer case from initial creation to resolution.
collaborate with other support team members to fix network outages, misconfigurations, and complex networking issues on customers' devices.
read and analyze packet captures using wireshark.
work with engineering and management to diagnose and resolve critical, escalated issues.
use acquired knowledge to suggest, edit, and write in-depth knowledge base articles.
stay up to date on meraki features and technology by attending lunch and learns, participating in engineering and product team communication, and keeping up with enterprise and cloud networking trends.
qualifications
fundamental understanding of and hands-on experience with network technologies including firewalls, content filters, routing/switching, vlans, and 802.11a/b/g/n/ac wireless.
thorough comprehension of fundamental networking protocols including tcp, stp, arp, ethernet, ospf, etc.
experience supporting or testing lans, vlans, wlans, vpns, nat devices, &/or dhcp servers.
experience installing and troubleshooting wifi networks
outstanding english language written and verbal communication skills and comprehension.
ability to clearly and concisely articulate matters to third parties.
outstanding customer service skills.
excellent account management, follow-through, and attention to detail.
experience in computer networking related problem solving, critical thinking, and troubleshooting.
ability to multitask and work under pressure.
networking certifications a plus: ccna, ccnp, cwna, etc.
cisco is an affirmative action and equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, genetic information, age, disability, veteran status, or any other legally protected basis. cisco will consider for employment, on a case by case basis, qualified applicants with arrest and conviction records.
at cisco meraki, we’re challenging the status quo with the power of diversity, inclusion, and collaboration. when we connect different perspectives, we can imagine new possibilities, inspire innovation, and release the full potential of our people. we’re building an employee experience that includes appreciation, belonging, growth, and purpose for everyone.",Cisco,Software engineering
104,"Engineer (Frontend), Cloud and Enterprise Agent","
the cloud and enterprise agent team provides a real-time network monitoring platform that measures, correlates, and visualizes synthetic data about global network conditions. our customers use the data to gather performance metrics about network services and servers they depend on. then, they make informed decisions about how to take action should something go wrong. as a senior software engineer on this team, your role is to collaborate on two main challenges: keeping up with the ever-increasing amount of data gathered by our agents and make this information more useful for our customers.
you will be an integral part of our progressive track record of shipping high-quality frontend applications or features (based on react or vue) to production for the past 5 years.
minimum qualifications
expert understanding of javascript and typescript
recent hands-on experience with vue + vuex/pinia or react + redux
working knowledge of java and spring boot framework
preferred qualifications
familiarity with micro-frontends
exposure to network protocols
involvement with a design system
experience working on enterprise saas applications
cloud and enterprise agents - application platform (cea-ap)
multi-metric views: this exciting project strives to migrate the frontend component of cea views from a monolithic application to a new micro-frontend with quite a bit of added functionality to reduce the time for root cause analysis. we use a modern tech stack with typescript + vue 3 + pinia and need support with porting dns, ftp, and sip layers from the old web application to the new frontend service.
cisco is an affirmative action and equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, genetic information, age, disability, veteran status, or any other legally protected basis. cisco will consider for employment, on a case by case basis, qualified applicants with arrest and conviction records.
",Cisco,Software engineering
105,Information Security Engineer - Python Developer + AWS,"ion.
minimum qualifications:
bachelor’s degree in computer science/engineering or 8+ years of relative work experience
a standard knowledge of security concepts
proficiency in one or more of the following programming languages: javascript, reactjs, java, python
knowledge of relational databases, data schemas, and data structures
preferred qualifications:
experience with developing and maintaining restful web services
deep understanding of high availability, system design, architecture, cloud technologies, databases, open source, and web technologies
at least 3-5 years of experience in implementation and management of complex enterprise security software platforms
certifications in information security are preferred
behavioral competencies:
effective communication practices with customers, vendors and peers
experience working in fast paced environments and the ability to run multiple workloads
should communicate enterprise it and security concepts to personnel at all technical and business levels
strong analytical, investigation, oral and written communication skills
",Cisco,Software engineering
106,Senior Researcher,"
require bachelors/master’s degree in computer science or engineering
prefer phd in computer science/statistics or related fields
8+ years of research experience including writing papers in top conferences and/or journals
2+ years of production-quality software development experience is a plus
proficient in one or many of the following languages (c++, java, python)
experience in technologies related to data management such as data lakes/meshes, databases, data analytics and storage architectures
experience in distributed systems is a plus.
",Cisco,Software engineering
107,"Support Engineer (.Net, AWS, Kubernetes, Dockers) - Technical support - AppDynamics Customer Operations Controller/SaaS - 5 - 8 Years","who you'll be :

write applications using dotnet; learn new stacks and technologies and apply our instrumentation to these applications.
help customers instrument, monitor, and debug their large multi-tiered complex applications.
replicate customer environments and work to identify & fix the root cause or provide interim workaround as needed.
provide advanced technical support and work with customers to solve complex issues with the product in their environment.
build internal and customer-facing tools and extensions.
identify product bugs and enhancements based on customer environments and work to close them.

about team:

as a software engineer on the .net engineering team, you will be responsible for solving complex technical challenges in customer environments and working with customers to provide advanced technical support, analysing both appdynamics and customer code. you bring experience as a hands-on software engineer who can quickly scan and write code, spot bugs and resolve them, and someone who has great customer-facing communication skills. in this position, you will be responsible for building multi-tiered applications using various .net full/core frameworks, asynchronous programming patterns, and cloud components. you’ll be working in customer environment as well as cloud environments such as aws and azure. this is a unique opportunity to work in a rapidly-scaling, fast-paced environment with exposure to the most advanced technologies across the stack.

who you're:

min of 5+ years of software development experience in .net with extensive debugging and troubleshooting.
bs in computer science or equivalent work experience
experience is configuring iis, docker, aws, azure, and windows networks.
experience with object-oriented and asynchronous programming patterns
understanding of mvc design patterns and frameworks
real-world experience coding/deploying/troubleshooting .net core hosted in docker linux containers, windows, and cloud environments.
knowledge of web protocols, formats, and server environments
outstanding attention to detail, specification, and ability to troubleshoot/fix complex problems in customer environments.
proven customer-facing professionalism with great communication skills; ie the ability to tailor communication for the audience. you’ll be working with very technical, as well as some non-technical customers.

about us:

appdynamics is an application performance monitoring solution that uses machine learning and artificial intelligence (ai) to provide real-time visibility and insight into it environments. with our unique aiops solution, you can take the right action at exactly the right time with automated anomaly detection, rapid root-cause analysis, and a unified view of your entire application ecosystem, including private and public clouds. using appdynamics, you’ll finally align it, devops, and the business around the information ",Cisco,Software engineering
108,Software Team Leader (Cloud Security),":

●      an ambitious ho sw team leader
●      fluent with at least one of the programming languages java, python, nodejs, scala, go (6+ years)
●      knowledgeable with frontend frameworks reactjs (3+ years) - advantage
●      experienced with relational/non-relational dbs
●      familiar with microservices architecture
●      vast experience in cloud technology (aws, azure, gcp)
●      familiar with the devsecops culture and ci/cd processes
●      self-learner
●      a great team player with effective collaboration skills across teams
      what does it mean being a software team leader in our team?

●      be the hands-on team leader, and take full ownership of the team’s domain
●      working in a high-scale environment in the cloud while working on cutting-edge technologies.
●      adhere to the standards of one of the industry cyber security leaders.
●      improve your skills and learn along with top-notch engineers.
●      create innovative solutions for complex technical problems
●      always strive to deliver high-quality additions to our products
●      you build it, you own it!
   ",Cisco,Software engineering
109,Technical Scrum Master-1389423,"r employer and the brand you represent. everything is converging on the internet, making networked connections more meaningful than ever before in our lives. our employees' groundbreaking ideas impact everything. here, that means we take creative ideas from the drawing board to dynamic solutions that have real world impact.
you'll collaborate with cisco leaders, partner with mentors, and develop incredible relationships with colleagues who share your interest in connecting the unconnected. you'll be part a team that cares about its customers, enjoys having fun, and you'll take part in changing the lives of those in our local communities. come prepared to be encouraged and inspired.
imagine a more secure and smarter world with unlimited bandwidth. if you want to be part of a company that is making that vision a reality, cisco is the place to be. at cisco, we continue to develop products that change how we live and communicate, how enterprises run intent based networks, and how data centers run faster with more efficiency, capacity and scalability than ever before, enabling our ecosystem to be smarter. the network of tomorrow will allow for content and creativity limited only by the imaginations of its users.
",Cisco,Software engineering
110,Technical Solution Architect,"

- 8+ years of enterprise networking solutions experience, esp. in dnac, wi-fi6/6e, sd-access, sd-wan, dna space/cmx, catalyst full stack and iot.
- 10+ years in ict industry as technical role.
- experience in elv and smart building projects is an advantage.
- ccie rs/ei certification prefer
- experience, well recognized, around en/catalyst full stack solutions.
- in depth understanding of cisco enterprise networking product, solution, strategy
- strong understanding of enterprise networking market trends and challenges
- deep understanding of key cisco competitors in the enterprise networking and cloud environment
- experience in working in teams to achieve both individual and group success.
- language: english, mandarin


business acumen

- develops  an insightful view of the overall business landscape, including customer  and partner business drivers.
- possesses  deep understanding of complex technical sales engagements, partner profitability models at the country level and take action accordingly to ensure mutual success.

executive communication and negotiation skills

- demonstrated ability to build and maintain executive level relationships at customers, partners and within cisco.
- ability to influence in large and complex deals
- ability to present in customer/partner events

building capability

- authority at identifying and being responsible for the appropriate resources (internal and external) required to develop and execute major solution strategic initiatives.
- working across boundaries
- ability to work cross-functionally with multiple business units, partners and solution teams in complex business engagements to use multiple it domains in creating vertical/segment specific solutions for our customers
- strategic vision - develops short and long-term strategy for business model within the country.
- software and cloud, keep stretching the knowledge and skill in software and cloud.  ",Cisco,Software engineering
111,"Senior Engineering Manager , Browser Synthetics","

the browser insights team enables thousandeyes' customers to understand the performance of their web applications, allowing them to test services by scripting user actions and api calls, and running these scripts from thousandeyes agents distributed globally. armed with a continuous view of application performance across all layers of delivery, thousandeyes customers are empowered to provide the best possible digital experiences to their customers and employees.
as a senior engineering manager on the browser synthetics team, you will be responsible for expanding our browser-based testing capabilities and you'll be helping the team face our two main challenges: keeping up with the ever-increasing amount of data gathered by our agents and making this information more actionable for our customers.

qualifications:

- you've led a team of 5-8 engineers and have 4+ years of engineering management experience.
- have 5+ years hands on experience building enterprise software products, especially those that use distributed system architectures
- can provide strong technical vision for your team and ensure consistent delivery on objectives
- you have experience formulating a team's technical strategy and roadmap; you've collaborated and partnered effectively with several other teams.
- experience in operating system security, and/or platform security
- good understanding of unix/linux systems and container runtimes (e.g docker, podman)

desirable

- some experience working with typescript / javascript and browser apis
- experience with streaming pipelines (e.g., kafka)
- experience with go or java

cisco is an affirmative action and equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, genetic information, age, disability, veteran status, or any other legally protected basis. cisco will consider for employment, on a case-by-case basis, qualified applicants with arrest and conviction records.

",Cisco,Software engineering
112,Leader Customer Delivery,"/capabilities: 
master’s or mba degree
12+ years of experience and 2+ years’ experience in leading teams consisting of 10+ members
knowledge of cisco core technologies, with awareness of other related industry technologies and services
operational mind-set and disposition
effective people management, leadership, and conflict management skills
skilled at building high performance teams and encouraging and developing people 
extraordinary ability to work cross-functionally and building business partnerships with customers
ability to formulate and deliver highly complex presentations
ability to communicate in english effectively both verbally and in writing; other languages would be a plus",Cisco,Software engineering
113,Data & Analytics: Platform Architect,"am.
minimum qualifications:
15+ years of full-time data platforms/data architecture experience.
should have a very good hands on experience in working with etl/elt technologies, database platforms (snowflake, aws, google)/teradata, aws technology stacks, informatica/dbt/fivetran, sql and python.
10+ years of database design and administration experience
5+ years of teradata or equivalent on-prem/ cloud data warehousing experience",Cisco,Software engineering
114,"Software Engineer (Graduate) – Smart Licensing, Poland","start date: from december 2022
location: krakow, poland (we follow a hybrid/remote approach)

 we are looking for a graduate to join us to become a software engineer at an exciting and ground-breaking time. this role provides opportunities to work with the latest evolution of cisco’s smart licensing to cloud solutions as part of a team in krakow, poland. you will work with our brightest minds in one of the world’s leading it companies and gain experience in a wide range of technologies.

what you will do:

you will work with outstanding leaders who will challenge and mentor you. join a team of new graduates all starting your careers together, growing your professional development whilst meeting the demands of your projects and programs.
within a small, global agile team:
deploy and maintain business-critical applications in production at the cisco scale
be a critical part of the development team by implementing and deploying sophisticated software applications
apply software engineering best practices along with a security-first mentality in a scrum team
maintain and expand knowledge and skills of current and emerging technologies to improve existing cisco smart licensing applications
present, share and demonstrate your work to team members and partners

requirements:

we are looking for individuals with a passion for technology and problem solving, ideally with proven academic foundations in software engineering fields, working towards, or having earned a bachelor’s degree (or higher). equivalent experience accepted in lieu of degree.
you are willing to communicate in english (verbal and written).
must be based and eligible to work in poland,
desirable skills:
a passion for – and a dedication to lifelong learning – a willingness and eagerness to invest time in training and developing your skills
programming language experience e.g: golang/rubyonrails/java, angular
exposure to object oriented programming concepts and hands-on experience in golang/rubyonrails/java.
knowledge of web services and json
experience deploying and maintaining applications in a staging/production environment which could include working with source code control tools such as git, maven, and jenkins.
understanding of strong security practices with some exposure to api security protocols.
experience with developing, testing, and debugging automated tasks (ci/cd pipelines)
a passion for data and enthusiasm for data science processes and technologies including data structures and algorithms.
familiarity with cloud services e.g.: gcp, aws, azure

why cisco
#wearecisco, where each person is unique, but we bring our talents to work as a team and make a difference powering an inclusive future for all.
we embrace digital, and help our customers implement change in their digital businesses. some may think we’re “old” (36 years strong) and only about hardware, but we’re also a software company. and a sec",Cisco,Software engineering
115,Developer Advocate - Mass-Scale Infrastructure,"
 you are an infrastructure engineer who wants to explore how apis, code, and automation can make the network more efficient and scalable. you love to learn new technologies, to code and to tinker. you excel at explaining new concepts in simple terms that communicate both technical and business value propositions. you are active in the digital community and in your local tech community. you think hard about hard problems and understand the challenges that infrastructure automation engineers are trying to solve.
 
 # experience we'd strongly prefer you to have:
 • hands-on expertise with technologies including cisco nso, crosswork, github, ci/cd tools, python, ansible, puppet, terraform, kubernetes (k8s).
 • experience in working across organizational boundaries to achieve success.
 • demonstrated success with cultivating developer communities.
 • software development experience and familiarity with the use of apis and sdks.
 • the ability, drive, focus and independence to work in a remote setting without direct oversight
 
 # experience that would be excellent to have:
 • cisco devnet associate, cisco devnet professional and/or cisco certified devnet specialist
 • experience writing clear and concise developer documentation and tutorials
 • able to handle multiple projects and goals
 • have worked in agile environments or teams
 
 # ",Cisco,Software engineering
116,Intern Software Developer in QA / QA Automation Engineer - Poland,":

currently pursuing a bachelor of engineering degree in computer science or information science or similar level/point of interest studies
excellent written and verbal communication skills. must be fluent in english.
must be based and eligible to work and study in poland
comfortable in fast-paced and dynamic environments
providing us with a github link is considered a plus

",Cisco,Software engineering
