,CATEGORY,COMPANY,TITLE,QUALIFICATIONS
10,Data Scientist/Data Analyst,KPMG,"Manager, UX Data Analytics Insights Designer (Remote)","Minimum five years of experience in visual communication UX strategy, UX/UI design, front end development, and project management; minimum three years' experience in data analytics, visualization, or data scienceBachelor's degree in Graphic Design, UX Design or a related field from an accredited college or university Experience in Sketch, Adobe Creative Suite on Mac platform; experience in Mural, Figma, Invision and other prototyping tools is a plus  Excellent verbal and written communication skills in both client and internal settings; attention to detail and strong self-motivation skillsAbility to build momentum and pivot as needed; capability to multitask and be a self-starterApplicants must be currently authorized to work in the United States, without the need for visa sponsorship now or in the future "
11,Data Scientist/Data Analyst,KPMG,"Senior Associate, Business Analysis","Minimum two years of recent client facing or management consulting experienceBachelor's degree from an accredited college or universityExperience with Salesforce and/or the latest business intelligence tools (e.g., CRMA, Datorama, PowerBI)Demonstrated understanding of how to apply data science and analytics capabilities to solve complex business problems; understanding of basic data structure and engineering principles to enable data processing, analysis, and reportingProven ability to effectively work and communicate with business stakeholders, process owners, and development teams to define business requirements and UX design needs Research, analysis, and data-driven storytelling skills to deliver impactful, actionable insights"
12,Data Scientist/Data Analyst,KPMG,"Manager, Salesforce FiServ","Minimum five years of Salesforce platform / design / development consulting experience, including Big Four equivalent experienceBachelor's degree from an accredited college/university; Computer Science or MIS from an accredited college/university is preferredHands-on experience working with system integrations using the API form within the Salesforce platform in addition to integrations with other systems using middleware such as Mulesoft, SOAP, REST, Web Services, Direct API Calls and SOA/Integration technologiesExperience with the Force.com development platform: Apex Code (Triggers, Controllers and Batch classes), Visualforce pages, Web Service APIs and the Lightning Platform (Aura /LWC framework), triggers, SOQL, SOSL, DevOps Stack (SFDX, Git, Jenkins) and several code deployment tools as well as a firm understanding of Object-Oriented Programming methodologies, Services Oriented Design Principles (SOA), design patterns and development best practices, data architecture, data management and platform authentication patterns (SAML, SSO, OAuth)Experience with developing and deploying solutions on the Financial Services Cloud module of Salesforce, experience in the Salesforce ecosystem with tools and applications that extend core capabilities and assist with development of new solutions and experience in the Financial Services industry in banking, capital markets, or insuranceMust have Salesforce Platform Developer I Certification and one or more Cloud Consultant Certifications (Sales, Service, Community and Marketing), additional certification for SFDC Application and/or System Architect is preferred "
13,Data Scientist/Data Analyst,KPMG,Senior Manager,"Minimum of seven years of experience in at least three of the following areas; total rewards and benefits; global compensation and equity sourcing and taxation; domestic and global employment tax compliance and consulting; M&A advisory; executive compensation and compensation integration; mobility tax compliance and consulting; corporate taxation; ASC 718, ASC 740, share-based compensation delivery and data & analytics Bachelor's degree from an accredited college/university major or minor in Accounting, Finance, Business, Economics, Mathematics, or Computer Science Licensed CPA, JD/LLM, Enrolled Agent or possession of at least one of the following accreditations: PMP, CBAP, GPHR, MBA, MS, ASOA, ENR ACT, FSA, CBP, CCP, CEBS, CPP, PHR, SPHR, and, SGMS (Any candidate hired by KPMG into this position that does not currently possess one of the aforementioned credentials/designations will be required to secure one within one year from the commencement of employment)Experience in leading multiple large client engagements and client service teams, prioritizing multiple projects, working on multiple assignments, and managing assignments in a team environment through proven leadership, technical, analytical, consultative and project management skillsAbility to identify and effectively communicate recommendations to clients and prospective clients in real-time and in written communication, prioritize and handle multiple tasks in a demanding work environment, work independently and with a team while working on client's sites as needed and travel up to twenty five percentCapability to develop new client service opportunities and foster client relationships by demonstrated proficiency in Global Rewards as a subject matter professional "
14,Data Scientist/Data Analyst,KPMG,"Senior Specialist, Federal Data Modeler","Minimum three years of technical data science experience; U.S. Federal government consulting experienceBachelor's degree from an accredited college or universityProficiency in programming languages (e.g. Python, R, C++, Julia), data analysis packages (e.g. scikit-learn, pyomo) as well as the ability to implement, maintain, debug and testExperience in software development using version control (Git), unit testing, Jira, ConfluenceExperience with data visualization and reporting technologiesU.S. citizenship required and an active US Federal government Secret security clearance"
15,Data Scientist/Data Analyst,KPMG,"Manager, Salesforce Healthcare","Minimum five years of Salesforce platform / design / development consulting experience (including Big Four equivalent experience)Bachelor's degree from an accredited college/university; Computer Science or MIS from an accredited college/university is preferredPrior experience working with Healthcare Payers or Providers developing Healthcare solutions on the Salesforce platform; one or more Salesforce Cloud Consultant Certifications (Sales, Service, Community and Marketing), additional certification for SFDC Application and/or System Architect is preferred Deep experience in developing Agile functional materials including Epic, Feature and User Story definition; prior experience managing Agile scrum teams, working cross-functionally to manage scope across functional and technical stakeholdersAbility to travel up to eighty percentApplicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future"
16,Data Scientist/Data Analyst,KPMG,Senior Associate Quality Management Systems Life Sciences,"Minimum two years of work experience related to Quality Systems within the pharmaceutical, Biotech and/or medical device industryBachelor's degree in an appropriate field from an accredited college/university required; master's degree from an accredited college/university preferredExperience with operational process improvement initiatives in a pharmaceutical and/or medical device industry; prior professional services or consulting experience preferredStrong understanding of various Quality system regulations (21 CFR Part 820, QSReg) and standards including ISO13485 including Design Controls, Document Controls, Production and Process Controls, Corrective and Preventive Actions, Labeling and Packaging Controls, Records Management and ServicingExperience with any of the Quality Management Systems including Trackwise, Trackwise Digital, Veeva Vault QMS, IQVIA Pilgrim, ComplianceQuest, MasterControl, ETQ and/or Document Management systems preferredExcellent foundational skills including strong analytical, written and verbal communication skills, MS Office expertise, impactful client presence, compelling facilitation and presentation skillsApplicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future and the ability to travel as necessary"
17,Data Scientist/Data Analyst,KPMG,"Manager, Life Sciences, Regulatory Affairs",Minimum of five years of work experience related to the Regulatory Affairs function within the pharmaceutical and/or medical device industryBachelor's degree in an appropriate field from an accredited college/university; Master's degree from an accredited college/university preferredExperience with operational process improvement initiatives in pharmaceutical and/or medical device industryPrior professional services or consulting experience preferred along with a strong understanding of Regulatory Affairs related data and documentsExperience with Regulatory Information Management (RIM) or Document Management systems preferred as well as experience serving on an implementation team for a RIM or Document Management system preferredApplicants must be currently authorized to work in the United States without the need for sponsorship now or in the future and the ability to travel as necessary
18,Data Scientist/Data Analyst,KPMG,Director Life Sciences Regulatory Affairs EU MDR,"Minimum ten to fifteen years of Regulatory experience in the Medical device, consulting and/or business experience or combination thereof in the Quality domain within the Life Science industry (Pharmaceutical, Medical Device, BioTech and Clinical Research Organization)Bachelor's degree from an accredited college/university, preferably in Biology, Chemistry, Pharmacy, Biochemistry, Biomedical Engineering, or related field; graduate degree in a Healthcare or Life Sciences discipline such as MA, MSc, MPH, PhD or MD, or a Master's degree in Business or Healthcare Administration from an accredited college/university is highly preferredProject and Program management experience including resource management, budgetary monitoring and deliveryExperience in writing, reviewing technical documentations especially for Class 2a, 2b and/or Class 3 medical device under EU MDRPrior experience in interacting with Notified Bodies in review of the technical documentation and obtaining Notified Body certification under the EU MDRAbility to travel as necessaryApplicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future"
19,Data Scientist/Data Analyst,KPMG,"Senior Manager, Tax Technology - Ignition","A minimum of eight years of a combination of corporate tax and tax technology experience in an audit, tax, or advisory services firm, corporation, law firm, or other service providerLicensed CPA, J.D., LL.M., PhD, MBA, or MS in Computer Science from an accredited college/university; CISA (Certified Info Systems Auditor); CISSP (Certified Information Systems Security Professional); CFE (Certified Fraud Examiner); CFF (Certified in Financial Forensics); CORPTAX (CORPTAX Certified Professional); TCERTIMP (Thomson Certified Implementer); Alteryx Analytics Designer Core and Alteryx Designer Advanced; ACA (Chartered Accountant) with Lean Six Sigma (White Belt acceptable); SIX SGMA (Six Sigma Certification) - excludes Lean Six Sigma and must be Green Belt or higher, White Belt is not acceptable (Please note: Any candidate hired by KPMG into this position that does not currently possess one of the aforementioned credentials/designations, will be required to secure one within one year from the commencement of employment)Knowledge of a broad range of corporate tax matters, including tax reporting and compliance experience, and possess both tax and technology skillsAbility to manage multiple engagements and client service teamsExcellent research and writing skillsWell-established track record of business development"
20,Data Scientist/Data Analyst,KPMG,"Sr Associate, QE Temenos","Minimum three years of experience in software development, testing, project management and business analysis with ISTQB/PMP certification is preferredBachelor's degree from an accredited college/university in technical sciences or information systemsStrong experience working on different software development methodologies (Waterfall, Iterative and Agile) and strong knowledge of test automation tools such as Selenium, Cucumber, MicrosFocus UFT, Test Management tools (JIRA, Rally and ALM) and Test Data conversion testing preferredExperience testing on Temenos/FIS or any other banking platform and Banking Domain experience preferredTravel may be up to 80-100%Applicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future"
21,Data Scientist/Data Analyst,KPMG,"Audit Senior Manager, Employee Benefit Plan (EBP) (Remote Opportunity)",Minimum of seven years of current and/or recent financial statement audit experience within a public accounting firm with demonstrated supervisory experience' including a minimum of two year of Employee Benefit Plan audit experienceBachelor of Arts/Bachelor of Science degree from an accredited college/university & licensed CPA in their home office stateApplied working knowledge of U.S. Generally Accepted Accounting Principles (GAAP)' U.S. Generally Accepted Auditing Standards (GAAS)' and Public Company Oversight Board (PCAOB) Auditing StandardsProven ability to grow client portfolio and meet challenging client requirements while providing exceptional serviceAdhere to the firm's values and code of conductWillingness and ability to travel
22,Data Scientist/Data Analyst,KPMG,"Audit Senior Manager, Center for Audit Solutions, Emerging Growth (Remote Opportunity)","Minimum seven years of current and/or recent financial statement audit experience within a public accounting firm with demonstrated supervisory experienceBachelor's degree from an accredited college/university and licensed CPA in their home office stateApplied working knowledge of U.S. Generally Accepted Accounting Principles (GAAP), U.S. Generally Accepted Auditing Standards (GAAS), and Public Company Oversight Board (PCAOB) Auditing StandardsAdhere to the firm's values and code of conductExperience auditing private, venture capital-backed clients in the technology or life sciences industries; excellent organizational and project management skills; excellent writing and presentation skillsAbility to meet challenging client requirements, along with strong communication, interpersonal, analytical skills and research abilities"
23,Data Scientist/Data Analyst,KPMG,"Manager, Global Reward Services","Minimum four years of experience in at least three of the following areas; total rewards and benefits; global compensation and equity sourcing and taxation; domestic and global employment tax compliance and consulting; M&A advisory; executive compensation and compensation integration; mobility tax compliance and consulting; corporate taxation; ASC 718, ASC 740, share-based compensation delivery and data & analyticsBachelor's degree from an accredited college/university major or minor in Accounting, Finance, Business, Economics, Mathematics, or Computer ScienceLicensed CPA, JD/LLM, or possession of at least one of the following accreditations: EA, PMP, CBAP, GPHR, MBA, MS, ASOA, ENR ACT, FSA, CBP, CCP, CEBS, CPP, PHR, SPHR, and, SGMS (Any candidate hired by KPMG into this position that does not currently possess one of the aforementioned credentials/designations will be required to secure one within one year from the commencement of employment)Experience in managing multiple client engagements and client service teams, prioritizing multiple projects, working on multiple assignments, and managing assignments in a team environment through proven leadership, analytical, consultative and project management skills while working on client's sites as needed and travel up to 25%Ability to identify and effectively communicate recommendations to clients and prospective clients in real-time and in written communication, prioritize and handle multiple tasks in a demanding work environment and, work independently and with a teamStrong technology skills including MS Access, MS Excel, MS PowerPoint, Power BI, Tableau or experimentation with other digitization tools"
24,Data Scientist/Data Analyst,KPMG,"Senior Associate, Salesforce Healthcare","Minimum three years of Salesforce platform/design/development experience preferably on Health CloudBachelor's degree from an accredited college/university; Computer Science or MIS from an accredited college/university is preferredPrior experience implementing Salesforce solutions for Healthcare Payers or ProvidersKnowledge of capabilities and constraints for Salesforce technologies (clouds, offerings, custom development, integration) coupled with good understanding of the business processes and ability to support development of enterprise-level Salesforce projects throughout the implementation lifecycleMust have Salesforce Health Cloud certification, Salesforce Platform Developer II certification, with additional Cloud Consultant Certifications (Sales, Service, Community, or Marketing) preferredFunctional experience working with system integrations using the API form within the Salesforce platform in addition to integrations with other systems using middleware such as Mulesoft"
25,Data Scientist/Data Analyst,KPMG,"Director, Cloud Enterprise Product Lead","Minimum eight years of recent Product Management experienceBachelor's degree from an accredited college/university in a related field (i.e., Computer Science) or equivalent experienceCertifications related to the role (ITIL Foundation, Microsoft Azure certifications, PMP / Prince 2/ Agile) is a plusAdditional Management certifications are a plus"
26,Data Scientist/Data Analyst,KPMG,"Senior Associate, Life Sciences, Regulatory Affairs- Veeva","Minimum of three years of work experience related to the Regulatory Affairs focused on business processand technology implementation experience, ideally with Veeva.Bachelor's degree in an appropriate field from an accredited college/university; Master's degree from an accredited college/university preferredExperience with operational process improvement initiatives in pharmaceutical and/or medical device industryPrior professional services or consulting experience preferredExperiencewith Regulatory Information Management (RIM) or Document Management systemspreferred (e.g..Veeva) aswell as experience serving on an implementation team for a RIM or DocumentManagement system preferredExcellent foundational skills including strong analytical, written and verbal communication skills, MS Office expertise, impactful client presence, compelling facilitation and presentation skills"
27,Data Scientist/Data Analyst,KPMG,"Manager, Quality Management Systems Life Sciences","Minimum five years work experience related to Quality Systems within the pharmaceutical, Biotech and/or medical device industryBachelor's degree in an appropriate field from an accredited college/university required; master's degree from an accredited college/university preferredExperience with operational process improvement initiatives in a pharmaceutical and/or medical device industry; prior professional services or consulting experience preferredStrong understanding of various Quality system regulations (21 CFR Part 820, QSReg) and standards including ISO13485 including Design Controls, Document Controls, Production and Process Controls, Corrective and Preventive Actions, Labeling and Packaging Controls, Records Management and ServicingExperience with any of the Quality Management Systems including Trackwise, Veeva Vault QMS, IQVIA Pilgrim, ComplianceQuest, MasterControl, ETQ and/or Document Management systems preferredExcellent foundational skills including strong analytical, written and verbal communication skills, MS Office expertise, impactful client presence, compelling facilitation and presentation skillsApplicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future and the ability to travel as necessary"
28,Data Scientist/Data Analyst,KPMG,"Senior Associate, HR Business Partner - Org Effectiveness","Minimum three years of recent work experience as an organizational effectiveness professional or related in Employee Experience & Culture, Organizational Effectiveness, Organization Design, Talent Development and/or Talent StrategyBachelor's degree from an accredited college/university required; advanced degree in I/O Psychology, Organizational Development, Human Resources, Behavioral Science, Behavioral Economics, or related field preferredPrior internal or external consulting experience is highly preferred; exposure to business transformation initiatives and understanding of operating model design, organization design, business processes, and talent implications; prior project management/change enablement experienceDemonstrated ability to support and manage HR and employee experience initiatives; ability to work with cross functional leaders to ensure effective implementation; experience working with business stakeholders through strategic HR initiatives within a matrixed, collaborative, fast-paced environmentStrong organizational and analytical skills; ability to “tell the story” with data; be able to work creatively and analytically in a problem-solving environment; demonstrated ability to take ownership of tasks and coordinate internal resources for the successful and timely execution of projects; effective communication skills (both written and verbal) and very strong proficiency in Microsoft applications, specifically Excel and PowerPointAbility to travel as neededApplicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future"
29,Data Scientist/Data Analyst,KPMG,Sr Associate TTP Development,"Minimum four years of progressive experience developing softwareBachelor's degree from an accredited college/university in Engineering, Computer Science, Information Systems, or a related field; master's degree from an accredited college/university preferredPrior experience with Microsoft Azure, .NET, ASP.NET, C#, JavaScript based frameworks including JQuery, Angular, HTML programming, XML, Web API, SQL Server technologies such as T-SQL, SSIS and SSRSExperience creating, performing unit testing and troubleshooting applications built on Microsoft Azure, ASP.NET, .NET, C#, JavaScript technologies and SQL ServerWorking knowledge of UML concepts and Agile methodologies such as SCRUM and Test-Driven Development (TDD)"
30,Data Scientist/Data Analyst,KPMG,"Director, eCommerce Strategy & Operations","Minimum ten years of recent hands-on experience delivering B2B, B2C and/or Marketplace digital commerce solutions with a minimum of seven years' experience in consulting with a professional services firm or agencyBachelor's degree in Business, Computer Science, Technology, Engineering, Industrial Engineering/Operations or a related field from an accredited college/university; MBA from an accredited college/university is preferred but not required Experience from an end-to-end perspective; helping clients with their digital strategy, development of their digital commerce roadmap through a full lifecycle implementation program; emphasis for this role is the overall strategy development and the operational model to support the digital commerce channelExposure to one or more industry leading platforms such as SAP Commerce Cloud, Salesforce Commerce Cloud, Oracle CX Commerce Cloud, HCL (IBM WebSphere Commerce) Commerce, Adobe Commerce Cloud or Marketplace solutionsStrong critical thinking, presentation, written and verbal communication skills; strong ability to review, edit and create business development and project related artifacts Travel may be up to 80 -100 %"
31,Data Scientist/Data Analyst,KPMG,"Manager, Connected Commerce","Minimum of seven years of hands-on experience delivering B2B, B2C and or Marketplace digital commerce solutions with a minimum of five years of experience in consulting with a professional services firm or agencyBachelor's degree in Computer Science, Business, Technology, Engineering, Industrial Engineering/Operations or a related field from an accredited college/university; MBA from an accredited college/university is preferredExposure to and understanding of one or more commerce-oriented business functions such as digital marketing, digital merchandising, pricing and promotions, B2B contract management, digital user experience management, online shopping and order management, online fulfillment, online payments, settlement, and reverse logistics Experience in implementing two or more e-commerce solutions using industry leading platforms such as SAP Commerce Cloud, Salesforce Commerce Cloud, Oracle CX Commerce Cloud, HCL (IBM WebSphere Commerce) Commerce, Adobe Commerce Cloud, or Marketplace solutionsStrong critical thinking, written and verbal communication, facilitation and C-suite presentation skills with a strong ability to review, edit and create business development and project related artifactsTravel may be up to 80-100%; applicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future"
32,Data Scientist/Data Analyst,KPMG,Director State and Local CA Medicaid,"Minimum ten years of recent experience in the Health and Human Services Medicaid solution delivery market, working for a commercial off-the-shelf (COTS) solution provider or consulting organization with a minimum of eight years of experience managing large, complex technology projects on the scale of a State Medicaid Maintenance Management Information System (MMIS) solution along with proven experience with Medicaid and MMIS modernizationBachelor's degree of technical sciences or information systems from an accredited university or collegePrior experience and has served in a team supervisory role on at least one MMIS implementation and one MMIS M&O engagement such as Program Manager, Module Project Manager, Solution Architect, Technical Solution Lead, or Quality/Testing ManagerDemonstrated experience leading teams of more than twenty staff, including staff from diverse organizations to successfully implement and operate technology-based solutions; experience and relationships with states in the western United States preferredHands-on experience with the Center for Medicare and Medicaid Services (CMS) Medicaid Information Technology Architecture (MITA), Medicaid Certification Lifecycle, associated toolkit and CMS checklistsCapable of presenting Medicaid topics to large, varied audiences in either written or verbal presentation format and experience in working on customer proposals or deal capture teams in the State Medicaid marketTravel may be up to 80-100%Applicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future"
33,Data Scientist/Data Analyst,KPMG,"Senior Associate, OutSystems Developer","A minimum of three years of experience with system on OutSystems development platformBachelor's degree in Computer Science, Engineering, Business Information Systems, Information Management or other quantitative discipline with specialization from an accredited college or university Hands-on experience developing OutSystems web and/or mobile applications; Outsystems Certification (Web and/or mobile) preferredBasic understanding of Outsystems DevOps (CI/CD) and Refactoring preferred Experience in other web technologies (C# / .Net, HTML 5 / JavaScript / CSS) preferredBasic understanding of PL/SQL and data modeling concepts and experience with OutSystems integration capability (ReST, SOAP and or SAP) Ability to travel as necessaryApplicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future"
34,Data Scientist/Data Analyst,KPMG,"Director, Oracle HCM","Minimum eight years of Sales & Solution development and delivery with Oracle HCM technology, including at least four years of experience leading Oracle HCM Cloud full life-cycle engagementsBachelor's degree in Accounting, Business, Computer Science or a related field from an accredited college/universityExperience in managing large projects with the ability to formulate and express ideas clearly and effectively in verbal and written presentationsStrong client service orientation and accustomed to taking an active role in executing projectsExcellent team building, mentoring and leadership abilities including setting priorities, balancing competing deadlines and discussing career development opportunitiesAbility to travel as necessary"
35,Data Scientist/Data Analyst,KPMG,"Senior Associate, Global Reward Services","Minimum three years of experience in at least two of the following areas; total rewards and benefits; global compensation and equity sourcing and taxation; domestic and global employment tax compliance and consulting; M&A advisory; executive compensation and compensation integration; mobility tax compliance and consulting; corporate taxation; ASC 718, ASC 740, share-based compensation delivery and data & analyticsBachelor's degree from an accredited college/university in Accounting, Finance, Business, Economics, Mathematics, or Computer ScienceAbility to prioritize multiple projects, work on multiple assignments and manage assignments in a team environment including leadership skills in managing internal teams and external clients, work at client sites and travel 25%Strong analytical, consultative and project management skills; results oriented with keen attention to detail and quality while working efficiently with ownership and management; Excellent verbal and written communication with the ability to articulate complex informationAbility to identify, research and analyze complex tax issues and formulate alternatives with some guidance as well as, ability to provide coaching that enables others to work through tax issues; Strong technology skills including MS Access, MS Excel, MS PowerPoint, Power BI, Tableau or experimentation with other digitization toolsLicensed CPA, JD/LLM, or possession of at least one of the following accreditations: EA, PMP, CBAP, GPHR, MBA, MS, ASOA, ENR ACT, FSA, CBP, CCP, CEBS, CPP, PHR, SPHR, and, SGMS (Accreditation Required for Promotion to Manager)"
